--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at http://bit.ly/pio-monitor-filters
, count:160, delta_loop_time: 10, offset_y_cm from origin: 639.29, offset_x_cm for ac: -108.91
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 684.39, offset_x_cm for ac: -108.28
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 684.49, offset_x_cm for ac: -108.28
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 684.59, offset_x_cm for ac: -108.28
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 684.69, offset_x_cm for ac: -108.28
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 684.79, offset_x_cm for ac: -108.28
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 684.89, offset_x_cm for ac: -108.28
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 684.99, offset_x_cm for ac: -108.27
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 685.09, offset_x_cm for ac: -108.27
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 685.19, offset_x_cm for ac: -108.27
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 685.29, offset_x_cm for ac: -108.27
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 685.39, offset_x_cm for ac: -108.27
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 685.49, offset_x_cm for ac: -108.27
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 685.59, offset_x_cm for ac: -108.27
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 685.69, offset_x_cm for ac: -108.26
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 685.79, offset_x_cm for ac: -108.26
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 685.89, offset_x_cm for ac: -108.26
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 685.99, offset_x_cm for ac: -108.26
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 686.09, offset_x_cm for ac: -108.26
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 686.19, offset_x_cm for ac: -108.26
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 686.29, offset_x_cm for ac: -108.26
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 686.39, offset_x_cm for ac: -108.25
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 686.49, offset_x_cm for ac: -108.25
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 686.59, offset_x_cm for ac: -108.25
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 686.69, offset_x_cm for ac: -108.25
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 686.79, offset_x_cm for ac: -108.25
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 686.89, offset_x_cm for ac: -108.25
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 686.99, offset_x_cm for ac: -108.25
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 687.09, offset_x_cm for ac: -108.24
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 687.19, offset_x_cm for ac: -108.24
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 687.29, offset_x_cm for ac: -108.24
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 687.39, offset_x_cm for ac: -108.24
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 687.49, offset_x_cm for ac: -108.24
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 687.59, offset_x_cm for ac: -108.24
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 687.69, offset_x_cm for ac: -108.24
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 687.79, offset_x_cm for ac: -108.23
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 687.89, offset_x_cm for ac: -108.23
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 687.99, offset_x_cm for ac: -108.23
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 688.09, offset_x_cm for ac: -108.23
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 688.19, offset_x_cm for ac: -108.23
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 688.29, offset_x_cm for ac: -108.23
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 688.39, offset_x_cm for ac: -108.23
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 688.49, offset_x_cm for ac: -108.22
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 688.59, offset_x_cm for ac: -108.22
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 688.69, offset_x_cm for ac: -108.22
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 688.79, offset_x_cm for ac: -108.22
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 688.89, offset_x_cm for ac: -108.22
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 688.99, offset_x_cm for ac: -108.22
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 689.09, offset_x_cm for ac: -108.22
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 689.19, offset_x_cm for ac: -108.21
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 689.29, offset_x_cm for ac: -108.21
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 689.39, offset_x_cm for ac: -108.21
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 689.49, offset_x_cm for ac: -108.21
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 689.59, offset_x_cm for ac: -108.21
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 689.69, offset_x_cm for ac: -108.21
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 689.79, offset_x_cm for ac: -108.21
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 689.89, offset_x_cm for ac: -108.21
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 689.99, offset_x_cm for ac: -108.20
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 690.09, offset_x_cm for ac: -108.20
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 690.19, offset_x_cm for ac: -108.20
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 690.29, offset_x_cm for ac: -108.20
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 690.39, offset_x_cm for ac: -108.20
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 690.49, offset_x_cm for ac: -108.20
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 690.59, offset_x_cm for ac: -108.20
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 690.69, offset_x_cm for ac: -108.19
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 690.79, offset_x_cm for ac: -108.19
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 690.89, offset_x_cm for ac: -108.19
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 690.99, offset_x_cm for ac: -108.19
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 691.09, offset_x_cm for ac: -108.19
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 691.19, offset_x_cm for ac: -108.19
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 691.29, offset_x_cm for ac: -108.19
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 691.39, offset_x_cm for ac: -108.18
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 691.49, offset_x_cm for ac: -108.18
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 691.59, offset_x_cm for ac: -108.18
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 691.69, offset_x_cm for ac: -108.18
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 691.79, offset_x_cm for ac: -108.18
, delta_time_ms: 5285send offset to actuator, count:161, delta_loop_time: 11, offset_y_cm from origin: 2652.15, offset_x_cm for ac: -80.64
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2652.25, offset_x_cm for ac: -80.53
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2652.35, offset_x_cm for ac: -80.43
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2652.45, offset_x_cm for ac: -80.32
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2652.55, offset_x_cm for ac: -80.22
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2652.65, offset_x_cm for ac: -80.11
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2652.75, offset_x_cm for ac: -80.01
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2652.85, offset_x_cm for ac: -79.91
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2652.95, offset_x_cm for ac: -79.80
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2653.05, offset_x_cm for ac: -79.70
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2653.15, offset_x_cm for ac: -79.60
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2653.25, offset_x_cm for ac: -79.49
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2653.35, offset_x_cm for ac: -79.39
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2653.45, offset_x_cm for ac: -79.29
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2653.55, offset_x_cm for ac: -79.19
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2653.65, offset_x_cm for ac: -79.08
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2653.75, offset_x_cm for ac: -78.98
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2653.85, offset_x_cm for ac: -78.88
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2653.95, offset_x_cm for ac: -78.78
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2654.05, offset_x_cm for ac: -78.68
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2654.15, offset_x_cm for ac: -78.58
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2654.25, offset_x_cm for ac: -78.48
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2654.35, offset_x_cm for ac: -78.38
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2654.45, offset_x_cm for ac: -78.28
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2654.55, offset_x_cm for ac: -78.17
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2654.65, offset_x_cm for ac: -78.08
send offset to actuator, count:161, delta_loop_time: 10, offset_y_cm from origin: 2654.75, offset_x_cm for ac: -77.98
, delta_time_ms: 254send offset to actuator, count:162, delta_loop_time: 11, offset_y_cm from origin: 137.06, offset_x_cm for ac: -116.60
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 137.16, offset_x_cm for ac: -116.62
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 137.26, offset_x_cm for ac: -116.64
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 137.36, offset_x_cm for ac: -116.65
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 137.46, offset_x_cm for ac: -116.67
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 137.56, offset_x_cm for ac: -116.69
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 137.66, offset_x_cm for ac: -116.71
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 137.76, offset_x_cm for ac: -116.73
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 137.86, offset_x_cm for ac: -116.75
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 137.96, offset_x_cm for ac: -116.77
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 138.06, offset_x_cm for ac: -116.79
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 138.16, offset_x_cm for ac: -116.80
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 138.26, offset_x_cm for ac: -116.82
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 138.36, offset_x_cm for ac: -116.84
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 138.46, offset_x_cm for ac: -116.86
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 138.56, offset_x_cm for ac: -116.88
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 138.66, offset_x_cm for ac: -116.89
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 138.76, offset_x_cm for ac: -116.91
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 138.86, offset_x_cm for ac: -116.93
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 138.96, offset_x_cm for ac: -116.95
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 139.06, offset_x_cm for ac: -116.97
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 139.16, offset_x_cm for ac: -116.98
send offset to actuator, count:162, delta_loop_time: 10, offset_y_cm from origin: 139.26, offset_x_cm for ac: -117.00
, delta_time_ms: 221send offset to actuator, count:163, delta_loop_time: 11, offset_y_cm from origin: 120.54, offset_x_cm for ac: -117.32
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 120.64, offset_x_cm for ac: -117.33
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 120.74, offset_x_cm for ac: -117.34
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 120.84, offset_x_cm for ac: -117.35
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 120.94, offset_x_cm for ac: -117.35
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 121.04, offset_x_cm for ac: -117.36
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 121.14, offset_x_cm for ac: -117.37
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 121.24, offset_x_cm for ac: -117.38
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 121.34, offset_x_cm for ac: -117.39
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 121.44, offset_x_cm for ac: -117.40
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 121.54, offset_x_cm for ac: -117.41
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 121.64, offset_x_cm for ac: -117.41
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 121.74, offset_x_cm for ac: -117.42
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 121.84, offset_x_cm for ac: -117.43
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 121.94, offset_x_cm for ac: -117.44
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 122.04, offset_x_cm for ac: -117.45
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 122.14, offset_x_cm for ac: -117.46
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 122.24, offset_x_cm for ac: -117.46
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 122.34, offset_x_cm for ac: -117.47
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 122.44, offset_x_cm for ac: -117.48
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 122.54, offset_x_cm for ac: -117.49
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 122.64, offset_x_cm for ac: -117.50
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 122.74, offset_x_cm for ac: -117.50
send offset to actuator, count:163, delta_loop_time: 10, offset_y_cm from origin: 122.84, offset_x_cm for ac: -117.51
, delta_time_ms: 238send offset to actuator, count:164, delta_loop_time: 11, offset_y_cm from origin: 129.01, offset_x_cm for ac: -117.41
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 129.11, offset_x_cm for ac: -117.42
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 129.21, offset_x_cm for ac: -117.42
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 129.31, offset_x_cm for ac: -117.42
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 129.41, offset_x_cm for ac: -117.43
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 129.51, offset_x_cm for ac: -117.43
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 129.61, offset_x_cm for ac: -117.44
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 129.71, offset_x_cm for ac: -117.44
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 129.81, offset_x_cm for ac: -117.45
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 129.91, offset_x_cm for ac: -117.45
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 130.01, offset_x_cm for ac: -117.45
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 130.11, offset_x_cm for ac: -117.46
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 130.21, offset_x_cm for ac: -117.46
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 130.31, offset_x_cm for ac: -117.47
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 130.41, offset_x_cm for ac: -117.47
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 130.51, offset_x_cm for ac: -117.47
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 130.61, offset_x_cm for ac: -117.48
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 130.71, offset_x_cm for ac: -117.48
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 130.81, offset_x_cm for ac: -117.48
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 130.91, offset_x_cm for ac: -117.49
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 131.01, offset_x_cm for ac: -117.49
send offset to actuator, count:164, delta_loop_time: 10, offset_y_cm from origin: 131.11, offset_x_cm for ac: -117.50
, delta_time_ms: 211send offset to actuator, count:165, delta_loop_time: 11, offset_y_cm from origin: 115.49, offset_x_cm for ac: -117.78
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 115.59, offset_x_cm for ac: -117.79
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 115.69, offset_x_cm for ac: -117.79
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 115.79, offset_x_cm for ac: -117.79
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 115.89, offset_x_cm for ac: -117.80
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 115.99, offset_x_cm for ac: -117.80
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 116.09, offset_x_cm for ac: -117.81
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 116.19, offset_x_cm for ac: -117.81
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 116.29, offset_x_cm for ac: -117.81
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 116.39, offset_x_cm for ac: -117.82
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 116.49, offset_x_cm for ac: -117.82
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 116.59, offset_x_cm for ac: -117.82
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 116.69, offset_x_cm for ac: -117.83
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 116.79, offset_x_cm for ac: -117.83
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 116.89, offset_x_cm for ac: -117.84
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 116.99, offset_x_cm for ac: -117.84
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 117.09, offset_x_cm for ac: -117.84
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 117.19, offset_x_cm for ac: -117.85
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 117.29, offset_x_cm for ac: -117.85
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 117.39, offset_x_cm for ac: -117.86
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 117.49, offset_x_cm for ac: -117.86
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 117.59, offset_x_cm for ac: -117.86
send offset to actuator, count:165, delta_loop_time: 10, offset_y_cm from origin: 117.69, offset_x_cm for ac: -117.87
, delta_time_ms: 226send offset to actuator, count:166, delta_loop_time: 11, offset_y_cm from origin: 122.95, offset_x_cm for ac: -117.77
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 123.05, offset_x_cm for ac: -117.77
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 123.15, offset_x_cm for ac: -117.76
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 123.25, offset_x_cm for ac: -117.76
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 123.35, offset_x_cm for ac: -117.76
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 123.45, offset_x_cm for ac: -117.76
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 123.55, offset_x_cm for ac: -117.75
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 123.65, offset_x_cm for ac: -117.75
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 123.75, offset_x_cm for ac: -117.75
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 123.85, offset_x_cm for ac: -117.74
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 123.95, offset_x_cm for ac: -117.74
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 124.05, offset_x_cm for ac: -117.74
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 124.15, offset_x_cm for ac: -117.74
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 124.25, offset_x_cm for ac: -117.73
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 124.35, offset_x_cm for ac: -117.73
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 124.45, offset_x_cm for ac: -117.73
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 124.55, offset_x_cm for ac: -117.73
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 124.65, offset_x_cm for ac: -117.72
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 124.75, offset_x_cm for ac: -117.72
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 124.85, offset_x_cm for ac: -117.72
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 124.95, offset_x_cm for ac: -117.71
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 125.05, offset_x_cm for ac: -117.71
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 125.15, offset_x_cm for ac: -117.71
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 125.25, offset_x_cm for ac: -117.71
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 125.35, offset_x_cm for ac: -117.70
send offset to actuator, count:166, delta_loop_time: 10, offset_y_cm from origin: 125.45, offset_x_cm for ac: -117.70
, delta_time_ms: 253send offset to actuator, count:167, delta_loop_time: 11, offset_y_cm from origin: 136.38, offset_x_cm for ac: -117.48
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 136.48, offset_x_cm for ac: -117.47
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 136.58, offset_x_cm for ac: -117.45
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 136.68, offset_x_cm for ac: -117.44
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 136.78, offset_x_cm for ac: -117.43
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 136.88, offset_x_cm for ac: -117.41
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 136.98, offset_x_cm for ac: -117.40
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 137.08, offset_x_cm for ac: -117.39
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 137.18, offset_x_cm for ac: -117.37
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 137.28, offset_x_cm for ac: -117.36
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 137.38, offset_x_cm for ac: -117.35
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 137.48, offset_x_cm for ac: -117.33
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 137.58, offset_x_cm for ac: -117.32
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 137.68, offset_x_cm for ac: -117.31
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 137.78, offset_x_cm for ac: -117.29
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 137.88, offset_x_cm for ac: -117.28
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 137.98, offset_x_cm for ac: -117.27
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 138.08, offset_x_cm for ac: -117.25
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 138.18, offset_x_cm for ac: -117.24
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 138.28, offset_x_cm for ac: -117.23
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 138.38, offset_x_cm for ac: -117.22
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 138.48, offset_x_cm for ac: -117.20
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 138.58, offset_x_cm for ac: -117.19
send offset to actuator, count:167, delta_loop_time: 10, offset_y_cm from origin: 138.68, offset_x_cm for ac: -117.18
, delta_time_ms: 236send offset to actuator, count:168, delta_loop_time: 11, offset_y_cm from origin: 127.85, offset_x_cm for ac: -117.37
send offset to actuator, count:168, delta_loop_time: 10, offset_y_cm from origin: 127.95, offset_x_cm for ac: -117.36
send offset to actuator, count:168, delta_loop_time: 10, offset_y_cm from origin: 128.05, offset_x_cm for ac: -117.34
send offset to actuator, count:168, delta_loop_time: 10, offset_y_cm from origin: 128.15, offset_x_cm for ac: -117.33
send offset to actuator, count:168, delta_loop_time: 10, offset_y_cm from origin: 128.25, offset_x_cm for ac: -117.32
send offset to actuator, count:168, delta_loop_time: 10, offset_y_cm from origin: 128.35, offset_x_cm for ac: -117.30
