, temp_vel: 0.10, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 0.00, offset_x_cm for ac: -47.65
, temp_vel: 2.60, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 37.75, offset_x_cm for ac: -40.20
, temp_vel: 2.60, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 37.75, offset_x_cm for ac: -40.20
, temp_vel: 2.60, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 37.75, offset_x_cm for ac: -40.20
, temp_vel: 2.55, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 37.75, offset_x_cm for ac: -40.20
, temp_vel: 2.60, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 37.75, offset_x_cm for ac: -40.20
, temp_vel: 2.55, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 37.75, offset_x_cm for ac: -40.20
, temp_vel: 2.60, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 37.75, offset_x_cm for ac: -40.20
, temp_vel: 2.55, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 37.75, offset_x_cm for ac: -40.20
, temp_vel: 2.50, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 37.75, offset_x_cm for ac: -40.20
, temp_vel: 2.55, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 37.75, offset_x_cm for ac: -40.20
, temp_vel: 2.50, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 37.75, offset_x_cm for ac: -40.20
, temp_vel: 2.50, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 37.75, offset_x_cm for ac: -40.20
, temp_vel: 2.50, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 35.52, offset_x_cm for ac: -40.21
, temp_vel: 2.50, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 35.52, offset_x_cm for ac: -40.21
, temp_vel: 2.45, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.52, offset_x_cm for ac: -40.21
, temp_vel: 2.50, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.52, offset_x_cm for ac: -40.21
, temp_vel: 2.45, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.52, offset_x_cm for ac: -40.21
, temp_vel: 2.45, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.52, offset_x_cm for ac: -40.21
, temp_vel: 2.45, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.52, offset_x_cm for ac: -40.21
, temp_vel: 2.45, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.52, offset_x_cm for ac: -40.21
, temp_vel: 2.40, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.52, offset_x_cm for ac: -40.21
, temp_vel: 2.45, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.52, offset_x_cm for ac: -40.21
, temp_vel: 2.40, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.52, offset_x_cm for ac: -40.21
, temp_vel: 2.40, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.52, offset_x_cm for ac: -40.21
, temp_vel: 2.40, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 35.19, offset_x_cm for ac: -40.22
, temp_vel: 2.40, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 35.19, offset_x_cm for ac: -40.22
, temp_vel: 2.35, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.19, offset_x_cm for ac: -40.22
, temp_vel: 2.40, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.19, offset_x_cm for ac: -40.22
, temp_vel: 2.40, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.19, offset_x_cm for ac: -40.22
, temp_vel: 2.35, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.19, offset_x_cm for ac: -40.22
, temp_vel: 2.40, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.19, offset_x_cm for ac: -40.22
, temp_vel: 2.35, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.19, offset_x_cm for ac: -40.22
, temp_vel: 2.40, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.19, offset_x_cm for ac: -40.22
, temp_vel: 2.40, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.19, offset_x_cm for ac: -40.22
, temp_vel: 2.35, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.19, offset_x_cm for ac: -40.22
, temp_vel: 2.40, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 35.19, offset_x_cm for ac: -40.22
, temp_vel: 2.35, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 34.65, offset_x_cm for ac: -40.22
, temp_vel: 2.40, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 34.65, offset_x_cm for ac: -40.22
, temp_vel: 2.35, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.65, offset_x_cm for ac: -40.22
, temp_vel: 2.35, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.65, offset_x_cm for ac: -40.22
, temp_vel: 2.35, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.65, offset_x_cm for ac: -40.22
, temp_vel: 2.35, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.65, offset_x_cm for ac: -40.22
, temp_vel: 2.35, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.65, offset_x_cm for ac: -40.22
, temp_vel: 2.35, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.65, offset_x_cm for ac: -40.22
, temp_vel: 2.30, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.65, offset_x_cm for ac: -40.22
, temp_vel: 2.35, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.65, offset_x_cm for ac: -40.22
, temp_vel: 2.30, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.65, offset_x_cm for ac: -40.22
, temp_vel: 2.30, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.65, offset_x_cm for ac: -40.22
, temp_vel: 2.35, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.65, offset_x_cm for ac: -40.22
, temp_vel: 2.30, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 34.32, offset_x_cm for ac: -40.22
, temp_vel: 2.30, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 34.32, offset_x_cm for ac: -40.22
, temp_vel: 2.30, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.32, offset_x_cm for ac: -40.22
, temp_vel: 2.30, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.32, offset_x_cm for ac: -40.22
, temp_vel: 2.30, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.32, offset_x_cm for ac: -40.22
, temp_vel: 2.25, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.32, offset_x_cm for ac: -40.22
, temp_vel: 2.30, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.32, offset_x_cm for ac: -40.22
, temp_vel: 2.30, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.32, offset_x_cm for ac: -40.22
, temp_vel: 2.25, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.32, offset_x_cm for ac: -40.22
, temp_vel: 2.30, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.32, offset_x_cm for ac: -40.22
, temp_vel: 2.25, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.32, offset_x_cm for ac: -40.22
, temp_vel: 2.25, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 34.32, offset_x_cm for ac: -40.22
, temp_vel: 2.25, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 32.25, offset_x_cm for ac: -40.23
, temp_vel: 2.25, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 32.25, offset_x_cm for ac: -40.23
, temp_vel: 2.25, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 32.25, offset_x_cm for ac: -40.23
, temp_vel: 2.25, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 32.25, offset_x_cm for ac: -40.23
, temp_vel: 2.20, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 32.25, offset_x_cm for ac: -40.23
, temp_vel: 2.25, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 32.25, offset_x_cm for ac: -40.23
, temp_vel: 2.20, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 32.25, offset_x_cm for ac: -40.23
, temp_vel: 2.20, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 32.25, offset_x_cm for ac: -40.23
, temp_vel: 2.20, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 32.25, offset_x_cm for ac: -40.23
, temp_vel: 2.25, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 32.25, offset_x_cm for ac: -40.23
, temp_vel: 2.20, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 32.25, offset_x_cm for ac: -40.23
, temp_vel: 2.20, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 32.25, offset_x_cm for ac: -40.23
, temp_vel: 2.20, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 31.71, offset_x_cm for ac: -40.23
, temp_vel: 2.20, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 31.71, offset_x_cm for ac: -40.23
, temp_vel: 2.20, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 31.71, offset_x_cm for ac: -40.23
, temp_vel: 2.20, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 31.71, offset_x_cm for ac: -40.23
, temp_vel: 2.15, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 31.71, offset_x_cm for ac: -40.23
, temp_vel: 2.20, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 31.71, offset_x_cm for ac: -40.23
, temp_vel: 2.15, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 31.71, offset_x_cm for ac: -40.23
, temp_vel: 2.15, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 31.71, offset_x_cm for ac: -40.23
, temp_vel: 2.15, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 31.71, offset_x_cm for ac: -40.23
, temp_vel: 2.15, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 31.71, offset_x_cm for ac: -40.23
, temp_vel: 2.10, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 31.71, offset_x_cm for ac: -40.23
, temp_vel: 2.10, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 29.60, offset_x_cm for ac: -40.24
, temp_vel: 2.10, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 29.60, offset_x_cm for ac: -40.24
, temp_vel: 2.15, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 29.60, offset_x_cm for ac: -40.24
, temp_vel: 2.10, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 29.60, offset_x_cm for ac: -40.24
, temp_vel: 2.10, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 29.60, offset_x_cm for ac: -40.24
, temp_vel: 2.10, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 29.60, offset_x_cm for ac: -40.24
, temp_vel: 2.10, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 29.60, offset_x_cm for ac: -40.24
, temp_vel: 2.10, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 29.60, offset_x_cm for ac: -40.24
, temp_vel: 2.10, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 29.60, offset_x_cm for ac: -40.24
, temp_vel: 2.10, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 29.60, offset_x_cm for ac: -40.24
, temp_vel: 2.05, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 29.60, offset_x_cm for ac: -40.24
, temp_vel: 2.10, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 29.60, offset_x_cm for ac: -40.24
, temp_vel: 2.05, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 28.47, offset_x_cm for ac: -40.25
, temp_vel: 2.05, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 28.47, offset_x_cm for ac: -40.25
, temp_vel: 2.05, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 28.47, offset_x_cm for ac: -40.25
, temp_vel: 2.05, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 28.47, offset_x_cm for ac: -40.25
, temp_vel: 2.05, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 28.47, offset_x_cm for ac: -40.25
, temp_vel: 2.00, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 28.47, offset_x_cm for ac: -40.25
, temp_vel: 2.05, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 28.47, offset_x_cm for ac: -40.25
, temp_vel: 2.00, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 18.43, offset_x_cm for ac: -40.30
, temp_vel: 2.05, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 18.43, offset_x_cm for ac: -40.30
, temp_vel: 1.95, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 18.43, offset_x_cm for ac: -40.30
, temp_vel: 2.00, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 18.43, offset_x_cm for ac: -40.30
, temp_vel: 2.00, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 18.43, offset_x_cm for ac: -40.30
, temp_vel: 2.00, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 18.43, offset_x_cm for ac: -40.30
, temp_vel: 1.95, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 18.43, offset_x_cm for ac: -40.30
, temp_vel: 1.95, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 18.50, offset_x_cm for ac: -40.30
, temp_vel: 2.00, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 18.50, offset_x_cm for ac: -40.30
, temp_vel: 1.95, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 18.50, offset_x_cm for ac: -40.30
, temp_vel: 1.95, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 18.50, offset_x_cm for ac: -40.30
, temp_vel: 1.95, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 18.50, offset_x_cm for ac: -40.30
, temp_vel: 1.95, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 18.50, offset_x_cm for ac: -40.30
, temp_vel: 1.95, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 18.50, offset_x_cm for ac: -40.30
, temp_vel: 1.95, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 18.50, offset_x_cm for ac: -40.30
, temp_vel: 1.90, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 18.50, offset_x_cm for ac: -40.30
, temp_vel: 1.95, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 18.50, offset_x_cm for ac: -40.30
, temp_vel: 1.90, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 18.50, offset_x_cm for ac: -40.30
, temp_vel: 1.90, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 18.50, offset_x_cm for ac: -40.30
, temp_vel: 1.90, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 27.18, offset_x_cm for ac: -40.26
, temp_vel: 1.85, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 27.18, offset_x_cm for ac: -40.26
, temp_vel: 1.90, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 27.18, offset_x_cm for ac: -40.26
, temp_vel: 1.90, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 27.18, offset_x_cm for ac: -40.26
, temp_vel: 1.85, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 27.18, offset_x_cm for ac: -40.26
, temp_vel: 1.85, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 27.18, offset_x_cm for ac: -40.26
, temp_vel: 1.90, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 27.18, offset_x_cm for ac: -40.26
, temp_vel: 1.85, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 27.18, offset_x_cm for ac: -40.26
, temp_vel: 1.85, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 27.18, offset_x_cm for ac: -40.26
, temp_vel: 1.80, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 27.18, offset_x_cm for ac: -40.26
, temp_vel: 1.85, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 27.18, offset_x_cm for ac: -40.26
, temp_vel: 1.80, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 27.18, offset_x_cm for ac: -40.26
, temp_vel: 1.85, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 26.25, offset_x_cm for ac: -40.26
, temp_vel: 1.80, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 26.25, offset_x_cm for ac: -40.26
, temp_vel: 1.80, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.25, offset_x_cm for ac: -40.26
, temp_vel: 1.80, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.25, offset_x_cm for ac: -40.26
, temp_vel: 1.80, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.25, offset_x_cm for ac: -40.26
, temp_vel: 1.80, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.25, offset_x_cm for ac: -40.26
, temp_vel: 1.75, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.25, offset_x_cm for ac: -40.26
, temp_vel: 1.80, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.25, offset_x_cm for ac: -40.26
, temp_vel: 1.75, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.25, offset_x_cm for ac: -40.26
, temp_vel: 1.75, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.25, offset_x_cm for ac: -40.26
, temp_vel: 1.75, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.25, offset_x_cm for ac: -40.26
, temp_vel: 1.75, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.25, offset_x_cm for ac: -40.26
, temp_vel: 1.75, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.25, offset_x_cm for ac: -40.26
, temp_vel: 1.75, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 26.89, offset_x_cm for ac: -40.26
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 26.89, offset_x_cm for ac: -40.26
, temp_vel: 1.75, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.89, offset_x_cm for ac: -40.26
, temp_vel: 1.75, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.89, offset_x_cm for ac: -40.26
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.89, offset_x_cm for ac: -40.26
, temp_vel: 1.75, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.89, offset_x_cm for ac: -40.26
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.89, offset_x_cm for ac: -40.26
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.89, offset_x_cm for ac: -40.26
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.89, offset_x_cm for ac: -40.26
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.89, offset_x_cm for ac: -40.26
, temp_vel: 1.75, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.89, offset_x_cm for ac: -40.26
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 26.89, offset_x_cm for ac: -40.26
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 24.48, offset_x_cm for ac: -40.27
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 24.48, offset_x_cm for ac: -40.27
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 24.48, offset_x_cm for ac: -40.27
, temp_vel: 1.75, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 24.48, offset_x_cm for ac: -40.27
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 24.48, offset_x_cm for ac: -40.27
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 24.48, offset_x_cm for ac: -40.27
, temp_vel: 1.75, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 24.48, offset_x_cm for ac: -40.27
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 24.48, offset_x_cm for ac: -40.27
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 24.48, offset_x_cm for ac: -40.27
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 24.48, offset_x_cm for ac: -40.27
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 24.48, offset_x_cm for ac: -40.27
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.62send offset to actuator, offset_y_cm from origin: 23.20, offset_x_cm for ac: -40.27
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.67send offset to actuator, offset_y_cm from origin: 23.20, offset_x_cm for ac: -40.27
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 23.20, offset_x_cm for ac: -40.27
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 23.20, offset_x_cm for ac: -40.27
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 23.20, offset_x_cm for ac: -40.27
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 23.20, offset_x_cm for ac: -40.27
, temp_vel: 1.65, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 23.20, offset_x_cm for ac: -40.27
, temp_vel: 1.70, cutoff: 8.00, tau: 0.02, alpha: 0.64send offset to actuator, offset_y_cm from origin: 23.20, offset_x_cm for ac: -40.27
